id,GEOID10_BlkGrp,GEOID10_Tract,geo_code_precision
549,130159608012,13015960801,USAStreetAddr
8,,,USAZipcode
731,132859611001,13285961100,USAStreetAddr
730,,,USAZipcode
733,133130008001,13313000800,USAStreetAddr
732,130210136032,13021013603,USAStreetAddr
920,132859611001,13285961100,USAStreetAddr
318,132050904002,13205090400,USAStreetAddr
319,132231202021,13223120202,USAStreetAddr
316,,,USAZipcode
317,132930102011,13293010201,USAStreetAddr
927,131270004042,13127000404,USAStreetAddr
314,131350505213,13135050521,USAStreetAddr
928,,,USAZipcode
315,131150005002,13115000500,USAStreetAddr
925,,,USAZipcode
312,130890235062,13089023506,USAStreetAddr
926,131510701131,13151070113,USAStreetAddr
313,130459103003,13045910300,USAStreetAddr
923,130590019002,13059001900,USAStreetAddr
310,130890213083,13089021308,USAStreetAddr
924,,,USAZipcode
311,131350503191,13135050319,USAStreetAddr
921,130890229003,13089022900,USAStreetAddr
922,130670305061,13067030506,USAStreetAddr
513,130459107033,13045910703,USAStreetAddr
512,133199603003,13319960300,USAStreetAddr
729,130530201002,13053020100,USAStreetAddr
511,131350505311,13135050531,USAStreetAddr
728,132779608002,13277960800,USAStreetAddr
510,132519704002,13251970400,USAStreetAddr
727,,,USAZipcode
726,131559502001,13155950200,USAStreetAddr
725,130510036022,13051003602,USAStreetAddr
919,130630405152,13063040515,USAStreetAddr
724,,,USAZipcode
918,,,USAZipcode
723,130210134092,13021013409,USAStreetAddr
722,131350506062,13135050606,USAStreetAddr
721,133039507003,13303950700,USAStreetAddr
519,,,USAZipcode
720,,,USAZipcode
518,132450102044,13245010204,USAStreetAddr
517,130970803041,13097080304,USAStreetAddr
516,132450105131,13245010513,USAStreetAddr
515,,,USAZipcode
514,,,USAZipcode
327,130830402001,13083040200,USAStreetAddr
328,130670303412,13067030341,USAStreetAddr
329,131899505004,13189950500,USAStreetAddr
914,132450109061,13245010906,USAStreetAddr
323,131210019002,13121001900,USAStreetAddr
915,,,USAZipcode
324,131350506053,13135050605,USAStreetAddr
916,,,USAZipcode
325,,,USAZipcode
917,,,USAZipcode
326,130259603003,13025960300,USAStreetAddr
910,130159603002,13015960300,USAStreetAddr
709,130159604023,13015960402,USAStreetAddr
911,133130007001,13313000700,USAStreetAddr
320,,,USAZipcode
912,,,USAZipcode
321,132930104005,13293010400,USAStreetAddr
913,,,USAZipcode
322,131210105142,13121010514,USAStreetAddr
522,131530212011,13153021201,USAStreetAddr
717,130510108061,13051010806,USAStreetAddr
521,,,USAZipcode
716,132950201006,13295020100,USAStreetAddr
524,,,USAZipcode
719,130830401012,13083040101,USAStreetAddr
523,132150033022,13215003302,USAStreetAddr
718,,,USAZipcode
908,131350506091,13135050609,USAStreetAddr
713,132971103003,13297110300,USAStreetAddr
907,131530203004,13153020300,USAStreetAddr
712,131210055011,13121005501,USAStreetAddr
520,131210070021,13121007002,USAStreetAddr
715,132619502002,13261950200,USAStreetAddr
909,130210134103,13021013410,USAStreetAddr
714,130199705001,13019970500,USAStreetAddr
529,131210105072,13121010507,USAStreetAddr
711,131210078051,13121007805,USAStreetAddr
710,130950014031,13095001403,USAStreetAddr
526,130970804041,13097080404,USAStreetAddr
525,,,USAZipcode
528,,,USAZipcode
527,,,USAZipcode
989,132171009021,13217100902,USAStreetAddr
988,130590301001,13059030100,USAStreetAddr
987,,,USAZipcode
571,131270006002,13127000600,USAStreetAddr
570,132859608001,13285960800,USAStreetAddr
982,130210136041,13021013604,USAStreetAddr
981,130690103002,13069010300,USAStreetAddr
980,,,USAZipcode
986,132532003003,13253200300,USAStreetAddr
985,131899504003,13189950400,USAStreetAddr
984,130630405182,13063040518,USAStreetAddr
983,131414804004,13141480400,USAStreetAddr
700,132171007002,13217100700,USAStreetAddr
574,130630406112,13063040611,USAStreetAddr
703,132130105002,13213010500,USAStreetAddr
575,130459107011,13045910701,USAStreetAddr
704,,,USAZipcode
572,131210123002,13121012300,USAStreetAddr
701,132971103001,13297110300,USAStreetAddr
702,131619602004,13161960200,USAStreetAddr
573,131350507203,13135050720,USAStreetAddr
707,132551610002,13255161000,USAStreetAddr
578,130237903002,13023790300,USAStreetAddr
708,132759606005,13275960600,USAStreetAddr
579,131530201052,13153020105,USAStreetAddr
705,130890213033,13089021303,USAStreetAddr
576,132470604052,13247060405,USAStreetAddr
706,130510022002,13051002200,USAStreetAddr
577,130237903004,13023790300,USAStreetAddr
977,,,USAZipcode
976,,,USAZipcode
300,131690303023,13169030302,USAStreetAddr
979,132759605001,13275960500,USAStreetAddr
978,131210114111,13121011411,USAStreetAddr
580,,,USAZipcode
302,131390011012,13139001101,USAStreetAddr
301,,,USAZipcode
582,131210076041,13121007604,USAStreetAddr
304,130570904001,13057090400,USAStreetAddr
581,,,USAZipcode
303,130890234251,13089023425,USAStreetAddr
306,131390002011,13139000201,USAStreetAddr
305,132759604001,13275960400,USAStreetAddr
308,132110103002,13211010300,USAStreetAddr
971,,,USAZipcode
307,132171006002,13217100600,USAStreetAddr
970,,,USAZipcode
973,132171001002,13217100100,USAStreetAddr
309,,,USAZipcode
972,130279602002,13027960200,USAStreetAddr
975,130059702011,13005970201,USAStreetAddr
974,,,USAZipcode
583,131390010022,13139001002,USAStreetAddr
584,,,USAZipcode
585,130890232133,13089023213,USAStreetAddr
586,131210108002,13121010800,USAStreetAddr
587,132859607001,13285960700,USAStreetAddr
588,131270004042,13127000404,USAStreetAddr
589,130970803012,13097080301,USAStreetAddr
969,132579703012,13257970301,USAStreetAddr
968,132171002011,13217100201,USAStreetAddr
967,132171005021,13217100502,USAStreetAddr
966,,,USAZipcode
965,132879702005,13287970200,USAStreetAddr
964,,,USAZipcode
963,131510703042,13151070304,USAStreetAddr
962,130099707013,13009970701,USAStreetAddr
961,132231201031,13223120103,USAStreetAddr
960,,,USAZipcode
558,132450106004,13245010600,USAStreetAddr
559,,,USAZipcode
556,130210136031,13021013603,USAStreetAddr
557,,,USAZipcode
554,132150009001,13215000900,USAStreetAddr
555,131210072001,13121007200,USAStreetAddr
552,130919603001,13091960300,USAStreetAddr
553,130950103021,13095010302,USAStreetAddr
550,131530211072,13153021107,USAStreetAddr
551,,,USAZipcode
959,,,USAZipcode
958,131210082011,13121008201,USAStreetAddr
560,130730305042,13073030504,USAStreetAddr
955,130459104001,13045910400,USAStreetAddr
954,,,USAZipcode
957,130630405251,13063040525,USAStreetAddr
956,,,USAZipcode
951,132950205013,13295020501,USAStreetAddr
950,,,USAZipcode
953,,,USAZipcode
952,130210133023,13021013302,USAStreetAddr
569,,,USAZipcode
565,130771705033,13077170503,USAStreetAddr
566,130159608033,13015960803,USAStreetAddr
567,130630403033,13063040303,USAStreetAddr
568,131390003052,13139000305,USAStreetAddr
561,130390103013,13039010301,USAStreetAddr
562,130890219081,13089021908,USAStreetAddr
563,131559502001,13155950200,USAStreetAddr
564,132219602011,13221960201,USAStreetAddr
799,130159604023,13015960402,USAStreetAddr
798,130879703002,13087970300,USAStreetAddr
797,,,USAZipcode
796,132799705001,13279970500,USAStreetAddr
795,131999707003,13199970700,USAStreetAddr
794,133019704002,13301970400,USAStreetAddr
793,,,USAZipcode
792,131210070011,13121007001,USAStreetAddr
790,130510106013,13051010601,USAStreetAddr
996,130990902003,13099090200,USAStreetAddr
791,132519703002,13251970300,USAStreetAddr
997,131210105141,13121010514,USAStreetAddr
994,,,USAZipcode
995,131414804004,13141480400,USAStreetAddr
992,,,USAZipcode
993,130179605005,13017960500,USAStreetAddr
990,,,USAZipcode
991,131850114011,13185011401,USAStreetAddr
998,131850102012,13185010201,USAStreetAddr
999,131210106043,13121010604,USAStreetAddr
781,131210060004,13121006000,USAStreetAddr
782,131210112024,13121011202,USAStreetAddr
783,,,USAZipcode
784,131210105162,13121010516,USAStreetAddr
785,,,USAZipcode
786,131210105143,13121010514,USAStreetAddr
787,131370006012,13137000601,USAStreetAddr
788,132551601001,13255160100,USAStreetAddr
789,130690104004,13069010400,USAStreetAddr
780,130890238022,13089023802,USAStreetAddr
505,,,USAZipcode
772,131210103042,13121010304,USAStreetAddr
506,132999504003,13299950400,USAStreetAddr
773,,,USAZipcode
503,,,USAZipcode
770,,,USAZipcode
504,,,USAZipcode
771,131390001012,13139000101,USAStreetAddr
509,,,USAZipcode
776,133130005024,13313000502,USAStreetAddr
777,131510704032,13151070403,USAStreetAddr
507,130459107033,13045910703,USAStreetAddr
774,,,USAZipcode
508,130099708001,13009970800,USAStreetAddr
775,,,USAZipcode
778,131210108002,13121010800,USAStreetAddr
779,,,USAZipcode
501,131770203003,13177020300,USAStreetAddr
502,131350504101,13135050410,USAStreetAddr
500,132450105104,13245010510,USAStreetAddr
763,131210108002,13121010800,USAStreetAddr
764,130210126002,13021012600,USAStreetAddr
765,130510108082,13051010808,USAStreetAddr
766,130591304003,13059130400,USAStreetAddr
760,131299702002,13129970200,USAStreetAddr
761,,,USAZipcode
762,,,USAZipcode
767,132971103002,13297110300,USAStreetAddr
768,,,USAZipcode
769,131210082012,13121008201,USAStreetAddr
754,132450010001,13245001000,USAStreetAddr
755,,,USAZipcode
752,130299201011,13029920101,USAStreetAddr
753,130530201001,13053020100,USAStreetAddr
750,,,USAZipcode
751,130890238013,13089023801,USAStreetAddr
758,,,USAZipcode
759,,,USAZipcode
756,130510105011,13051010501,USAStreetAddr
757,131210114101,13121011410,USAStreetAddr
595,131210108002,13121010800,USAStreetAddr
594,,,USAZipcode
597,,,USAZipcode
391,130630406221,13063040622,USAStreetAddr
596,,,USAZipcode
390,130510036023,13051003602,USAStreetAddr
599,131879601011,13187960101,USAStreetAddr
393,,,USAZipcode
598,133059701001,13305970100,USAStreetAddr
392,,,USAZipcode
395,132150107013,13215010701,USAStreetAddr
394,130890214103,13089021410,USAStreetAddr
396,,,USAZipcode
397,,,USAZipcode
398,,,USAZipcode
399,130670315072,13067031507,USAStreetAddr
590,130210104004,13021010400,USAStreetAddr
591,,,USAZipcode
592,131210105081,13121010508,USAStreetAddr
593,131999708005,13199970800,USAStreetAddr
383,130879703004,13087970300,USAStreetAddr
384,131210105101,13121010510,USAStreetAddr
381,,,USAZipcode
382,,,USAZipcode
380,,,USAZipcode
389,,,USAZipcode
388,131879602024,13187960202,USAStreetAddr
387,131131401023,13113140102,USAStreetAddr
386,132330105004,13233010500,USAStreetAddr
385,131451201984,13145120198,USAStreetAddr
370,132799701004,13279970100,USAStreetAddr
371,,,USAZipcode
372,,,USAZipcode
373,131510701061,13151070106,USAStreetAddr
379,,,USAZipcode
378,130950002003,13095000200,USAStreetAddr
375,130950001002,13095000100,USAStreetAddr
374,130771703052,13077170305,USAStreetAddr
377,130591403001,13059140300,USAStreetAddr
376,131210019002,13121001900,USAStreetAddr
361,131999707004,13199970700,USAStreetAddr
362,131210083011,13121008301,USAStreetAddr
360,130570905011,13057090501,USAStreetAddr
366,132450104005,13245010400,USAStreetAddr
365,,,USAZipcode
364,132450102044,13245010204,USAStreetAddr
363,132231202042,13223120204,USAStreetAddr
369,,,USAZipcode
368,133097802003,13309780200,USAStreetAddr
367,131530212023,13153021202,USAStreetAddr
350,130439502002,13043950200,USAStreetAddr
351,131510703113,13151070311,USAStreetAddr
353,,,USAZipcode
352,130890232105,13089023210,USAStreetAddr
355,,,USAZipcode
354,130510116002,13051011600,USAStreetAddr
357,131050002003,13105000200,USAStreetAddr
356,,,USAZipcode
359,131510701131,13151070113,USAStreetAddr
358,,,USAZipcode
806,,,USAZipcode
807,132551612003,13255161200,USAStreetAddr
804,131390012021,13139001202,USAStreetAddr
805,,,USAZipcode
802,131210103042,13121010304,USAStreetAddr
803,131210040001,13121004000,USAStreetAddr
800,131390007011,13139000701,USAStreetAddr
801,,,USAZipcode
159,130510110033,13051011003,USAStreetAddr
158,131879602011,13187960201,USAStreetAddr
157,,,USAZipcode
156,132679502011,13267950201,USAStreetAddr
155,131350507192,13135050719,USAStreetAddr
154,132999508005,13299950800,USAStreetAddr
152,,,USAZipcode
601,,,USAZipcode
153,131350505231,13135050523,USAStreetAddr
600,130570909042,13057090904,USAStreetAddr
150,,,USAZipcode
151,,,USAZipcode
609,132679503003,13267950300,USAStreetAddr
608,131210103031,13121010303,USAStreetAddr
607,131350504223,13135050422,USAStreetAddr
606,131210118001,13121011800,USAStreetAddr
605,,,USAZipcode
604,,,USAZipcode
603,131131403072,13113140307,USAStreetAddr
602,,,USAZipcode
202,130670305061,13067030506,USAStreetAddr
203,131210063001,13121006300,USAStreetAddr
204,,,USAZipcode
205,,,USAZipcode
200,131350504232,13135050423,USAStreetAddr
201,,,USAZipcode
169,131319505001,13131950500,USAStreetAddr
206,,,USAZipcode
166,131370006023,13137000602,USAStreetAddr
207,130890231072,13089023107,USAStreetAddr
165,130630405161,13063040516,USAStreetAddr
208,131790105012,13179010501,USAStreetAddr
168,130630406111,13063040611,USAStreetAddr
209,,,USAZipcode
167,132150028002,13215002800,USAStreetAddr
161,132050904003,13205090400,USAStreetAddr
409,130890234193,13089023419,USAStreetAddr
162,131210072002,13121007200,USAStreetAddr
408,130670314062,13067031406,USAStreetAddr
163,130259603003,13025960300,USAStreetAddr
164,130490101003,13049010100,USAStreetAddr
405,130890232063,13089023206,USAStreetAddr
404,132470604041,13247060404,USAStreetAddr
407,,,USAZipcode
160,130719704002,13071970400,USAStreetAddr
406,131210057001,13121005700,USAStreetAddr
401,132859606002,13285960600,USAStreetAddr
400,131679601001,13167960100,USAStreetAddr
403,,,USAZipcode
402,133219505002,13321950500,USAStreetAddr
824,130890237001,13089023700,USAStreetAddr
211,131530203002,13153020300,USAStreetAddr
825,131171302022,13117130202,USAStreetAddr
212,133219505001,13321950500,USAStreetAddr
822,,,USAZipcode
823,130890233131,13089023313,USAStreetAddr
210,,,USAZipcode
828,,,USAZipcode
215,130210139001,13021013900,USAStreetAddr
829,,,USAZipcode
216,,,USAZipcode
826,131210078071,13121007807,USAStreetAddr
213,,,USAZipcode
827,131479605001,13147960500,USAStreetAddr
214,,,USAZipcode
219,130771706024,13077170602,USAStreetAddr
179,132171008002,13217100800,USAStreetAddr
178,131210086012,13121008601,USAStreetAddr
217,130890219061,13089021906,USAStreetAddr
177,130990901001,13099090100,USAStreetAddr
218,130550105002,13055010500,USAStreetAddr
176,130810101001,13081010100,USAStreetAddr
820,131210070021,13121007002,USAStreetAddr
821,130670302314,13067030231,USAStreetAddr
170,132450109042,13245010904,USAStreetAddr
418,132999503003,13299950300,USAStreetAddr
171,,,USAZipcode
417,131210106031,13121010603,USAStreetAddr
416,131510705022,13151070502,USAStreetAddr
415,130690107002,13069010700,USAStreetAddr
174,,,USAZipcode
623,130210131013,13021013101,USAStreetAddr
175,131370006022,13137000602,USAStreetAddr
622,132499602001,13249960200,USAStreetAddr
172,,,USAZipcode
621,130459104003,13045910400,USAStreetAddr
173,132650102002,13265010200,USAStreetAddr
419,131210105111,13121010511,USAStreetAddr
620,,,USAZipcode
410,,,USAZipcode
627,,,USAZipcode
626,,,USAZipcode
625,,,USAZipcode
819,,,USAZipcode
624,131839702002,13183970200,USAStreetAddr
414,130890234232,13089023423,USAStreetAddr
413,130510106013,13051010601,USAStreetAddr
412,132150105011,13215010501,USAStreetAddr
629,,,USAZipcode
411,132219602023,13221960202,USAStreetAddr
628,132150022002,13215002200,USAStreetAddr
811,131171301031,13117130103,USAStreetAddr
220,132971106032,13297110603,USAStreetAddr
812,130919602002,13091960200,USAStreetAddr
221,132150008002,13215000800,USAStreetAddr
813,130890235073,13089023507,USAStreetAddr
222,130890202001,13089020200,USAStreetAddr
814,132150028002,13215002800,USAStreetAddr
223,,,USAZipcode
815,133219504004,13321950400,USAStreetAddr
224,132330105006,13233010500,USAStreetAddr
816,,,USAZipcode
225,130719703001,13071970300,USAStreetAddr
817,132950203011,13295020301,USAStreetAddr
226,130890232091,13089023209,USAStreetAddr
818,132551603002,13255160300,USAStreetAddr
227,,,USAZipcode
228,130879707001,13087970700,USAStreetAddr
188,131510701112,13151070111,USAStreetAddr
229,131350505322,13135050532,USAStreetAddr
187,,,USAZipcode
189,,,USAZipcode
810,,,USAZipcode
427,131530213002,13153021300,USAStreetAddr
180,,,USAZipcode
426,131210023001,13121002300,USAStreetAddr
181,132150022002,13215002200,USAStreetAddr
429,130890234282,13089023428,USAStreetAddr
182,131210070011,13121007001,USAStreetAddr
428,,,USAZipcode
183,130590012001,13059001200,USAStreetAddr
610,130890209004,13089020900,USAStreetAddr
184,,,USAZipcode
185,,,USAZipcode
612,130670302332,13067030233,USAStreetAddr
186,132330101003,13233010100,USAStreetAddr
611,131210106042,13121010604,USAStreetAddr
809,,,USAZipcode
614,130459105021,13045910502,USAStreetAddr
808,,,USAZipcode
613,130590302003,13059030200,USAStreetAddr
421,,,USAZipcode
616,,,USAZipcode
420,133059703002,13305970300,USAStreetAddr
615,,,USAZipcode
423,131850105003,13185010500,USAStreetAddr
618,132130107001,13213010700,USAStreetAddr
422,,,USAZipcode
617,131150001002,13115000100,USAStreetAddr
425,132999502002,13299950200,USAStreetAddr
424,,,USAZipcode
619,130890233111,13089023311,USAStreetAddr
843,130950107001,13095010700,USAStreetAddr
116,130470303031,13047030303,USAStreetAddr
842,131150006002,13115000600,USAStreetAddr
117,,,USAZipcode
841,132171003004,13217100300,USAStreetAddr
114,132171002021,13217100202,USAStreetAddr
840,131350507204,13135050720,USAStreetAddr
115,131850104021,13185010402,USAStreetAddr
112,,,USAZipcode
113,130690103002,13069010300,USAStreetAddr
110,130591505001,13059150500,USAStreetAddr
111,,,USAZipcode
849,,,USAZipcode
848,131150002021,13115000202,USAStreetAddr
847,131690303022,13169030302,USAStreetAddr
846,130879703001,13087970300,USAStreetAddr
845,,,USAZipcode
118,131030302031,13103030203,USAStreetAddr
844,131210078052,13121007805,USAStreetAddr
119,130570904003,13057090400,USAStreetAddr
435,133019704001,13301970400,USAStreetAddr
436,,,USAZipcode
433,,,USAZipcode
434,132379603001,13237960300,USAStreetAddr
431,,,USAZipcode
432,132231204002,13223120400,USAStreetAddr
430,130439503002,13043950300,USAStreetAddr
439,131210053001,13121005300,USAStreetAddr
437,131619603002,13161960300,USAStreetAddr
438,130259601001,13025960100,USAStreetAddr
830,130890218062,13089021806,USAStreetAddr
125,132450105103,13245010510,USAStreetAddr
126,,,USAZipcode
832,130630404101,13063040410,USAStreetAddr
127,,,USAZipcode
831,,,USAZipcode
128,,,USAZipcode
121,132019503002,13201950300,USAStreetAddr
122,,,USAZipcode
123,131679602001,13167960200,USAStreetAddr
124,132759606005,13275960600,USAStreetAddr
838,130159610001,13015961000,USAStreetAddr
837,130279603003,13027960300,USAStreetAddr
839,130570906021,13057090602,USAStreetAddr
834,130630403022,13063040302,USAStreetAddr
129,131759503001,13175950300,USAStreetAddr
833,,,USAZipcode
836,131210065001,13121006500,USAStreetAddr
835,131350502203,13135050220,USAStreetAddr
444,132150018001,13215001800,USAStreetAddr
445,132450107061,13245010706,USAStreetAddr
446,133059705001,13305970500,USAStreetAddr
447,,,USAZipcode
440,132171008001,13217100800,USAStreetAddr
441,130630402043,13063040204,USAStreetAddr
442,130919602003,13091960200,USAStreetAddr
443,131350504313,13135050431,USAStreetAddr
120,,,USAZipcode
448,,,USAZipcode
449,131079704001,13107970400,USAStreetAddr
861,133097802003,13309780200,USAStreetAddr
134,130019505001,13001950500,USAStreetAddr
860,131451204021,13145120402,USAStreetAddr
135,132799705001,13279970500,USAStreetAddr
132,130279603001,13027960300,USAStreetAddr
133,130510045003,13051004500,USAStreetAddr
865,132150033022,13215003302,USAStreetAddr
138,130570902002,13057090200,USAStreetAddr
864,131210105141,13121010514,USAStreetAddr
139,131950204001,13195020400,USAStreetAddr
863,,,USAZipcode
136,130630406123,13063040612,USAStreetAddr
862,130210132014,13021013201,USAStreetAddr
137,131131404042,13113140404,USAStreetAddr
869,132499601002,13249960100,USAStreetAddr
868,,,USAZipcode
867,130570910032,13057091003,USAStreetAddr
866,130670310011,13067031001,USAStreetAddr
450,,,USAZipcode
453,132971106012,13297110601,USAStreetAddr
454,130459107033,13045910703,USAStreetAddr
451,130119704001,13011970400,USAStreetAddr
452,130591507002,13059150700,USAStreetAddr
457,132450107062,13245010706,USAStreetAddr
458,131171305062,13117130506,USAStreetAddr
455,130950106021,13095010602,USAStreetAddr
456,131819702001,13181970200,USAStreetAddr
459,131530212023,13153021202,USAStreetAddr
131,,,USAZipcode
130,,,USAZipcode
143,132579704003,13257970400,USAStreetAddr
144,,,USAZipcode
850,131210081022,13121008102,USAStreetAddr
145,130719704002,13071970400,USAStreetAddr
146,,,USAZipcode
852,,,USAZipcode
147,130859702013,13085970201,USAStreetAddr
851,132470604052,13247060405,USAStreetAddr
148,131210120001,13121012000,USAStreetAddr
854,,,USAZipcode
149,,,USAZipcode
853,130459101011,13045910101,USAStreetAddr
856,132450105123,13245010512,USAStreetAddr
855,130351502005,13035150200,USAStreetAddr
858,131210078082,13121007808,USAStreetAddr
857,133170103012,13317010301,USAStreetAddr
859,131819702003,13181970200,USAStreetAddr
461,130591507002,13059150700,USAStreetAddr
460,132759602001,13275960200,USAStreetAddr
462,132971104002,13297110400,USAStreetAddr
463,130890231073,13089023107,USAStreetAddr
464,,,USAZipcode
465,130339505001,13033950500,USAStreetAddr
466,131210070011,13121007001,USAStreetAddr
467,130159605002,13015960500,USAStreetAddr
468,130459101031,13045910103,USAStreetAddr
469,,,USAZipcode
140,,,USAZipcode
142,130099703002,13009970300,USAStreetAddr
141,132930104001,13293010400,USAStreetAddr
687,,,USAZipcode
686,,,USAZipcode
689,131210089024,13121008902,USAStreetAddr
688,130510022004,13051002200,USAStreetAddr
683,130950110002,13095011000,USAStreetAddr
682,,,USAZipcode
685,,,USAZipcode
684,,,USAZipcode
888,,,USAZipcode
889,130510021003,13051002100,USAStreetAddr
884,131210087001,13121008700,USAStreetAddr
885,,,USAZipcode
886,130159601022,13015960102,USAStreetAddr
680,131350505231,13135050523,USAStreetAddr
887,131050004002,13105000400,USAStreetAddr
681,132499602001,13249960200,USAStreetAddr
880,132950201001,13295020100,USAStreetAddr
881,131679602001,13167960200,USAStreetAddr
882,131210103011,13121010301,USAStreetAddr
883,,,USAZipcode
678,211599502005,21159950200,USAStreetAddr
677,131210061001,13121006100,USAStreetAddr
676,,,USAZipcode
675,132450006003,13245000600,USAStreetAddr
674,130119703002,13011970300,USAStreetAddr
673,131370005001,13137000500,USAStreetAddr
672,,,USAZipcode
671,,,USAZipcode
679,131390007011,13139000701,USAStreetAddr
879,,,USAZipcode
877,133170103021,13317010302,USAStreetAddr
878,130459101043,13045910104,USAStreetAddr
875,130890226002,13089022600,USAStreetAddr
876,131850114021,13185011402,USAStreetAddr
670,132859609011,13285960901,USAStreetAddr
873,131530213002,13153021300,USAStreetAddr
874,131150014001,13115001400,USAStreetAddr
871,130510102003,13051010200,USAStreetAddr
872,131171305092,13117130509,USAStreetAddr
870,130771706012,13077170601,USAStreetAddr
696,133130007003,13313000700,USAStreetAddr
695,132310104002,13231010400,USAStreetAddr
694,131350506083,13135050608,USAStreetAddr
693,,,USAZipcode
890,,,USAZipcode
699,,,USAZipcode
698,131510701132,13151070113,USAStreetAddr
697,132330101004,13233010100,USAStreetAddr
899,131210076023,13121007602,USAStreetAddr
893,,,USAZipcode
894,,,USAZipcode
891,132450107082,13245010708,USAStreetAddr
892,131850114033,13185011403,USAStreetAddr
897,,,USAZipcode
691,130199704002,13019970400,USAStreetAddr
898,,,USAZipcode
692,,,USAZipcode
895,,,USAZipcode
896,132330105002,13233010500,USAStreetAddr
690,130459102003,13045910200,USAStreetAddr
646,130659701003,13065970100,USAStreetAddr
647,,,USAZipcode
648,131270006004,13127000600,USAStreetAddr
649,130510111091,13051011109,USAStreetAddr
195,,,USAZipcode
642,,,USAZipcode
194,131210052003,13121005200,USAStreetAddr
643,133130001021,13313000102,USAStreetAddr
197,130210126002,13021012600,USAStreetAddr
644,131370002022,13137000202,USAStreetAddr
196,131210084001,13121008400,USAStreetAddr
645,130890220051,13089022005,USAStreetAddr
191,,,USAZipcode
190,,,USAZipcode
193,131210112025,13121011202,USAStreetAddr
640,131198902003,13119890200,USAStreetAddr
192,131510702052,13151070205,USAStreetAddr
641,131210028001,13121002800,USAStreetAddr
198,132650102001,13265010200,USAStreetAddr
199,130950006002,13095000600,USAStreetAddr
639,,,USAZipcode
637,132171008001,13217100800,USAStreetAddr
638,,,USAZipcode
635,131210114113,13121011411,USAStreetAddr
636,132450103004,13245010300,USAStreetAddr
633,130510035011,13051003501,USAStreetAddr
634,131759502012,13175950201,USAStreetAddr
631,,,USAZipcode
632,132231203011,13223120301,USAStreetAddr
630,,,USAZipcode
668,131210102102,13121010210,USAStreetAddr
669,131350505481,13135050548,USAStreetAddr
